Timestamp,Emotion
2025-07-03 13:59:54,neutral
2025-07-03 13:59:54,neutral
2025-07-03 13:59:54,neutral
2025-07-03 13:59:55,neutral
2025-07-03 13:59:55,neutral
2025-07-03 13:59:55,neutral
2025-07-03 13:59:55,neutral
2025-07-03 13:59:55,neutral
2025-07-03 13:59:55,neutral
2025-07-03 13:59:55,happy
2025-07-03 13:59:55,happy
2025-07-03 13:59:56,neutral
2025-07-03 13:59:56,neutral
2025-07-03 13:59:56,neutral
2025-07-03 13:59:56,neutral
2025-07-03 13:59:56,happy
2025-07-03 13:59:56,happy
2025-07-03 13:59:56,happy
2025-07-03 13:59:56,happy
2025-07-03 13:59:56,neutral
2025-07-03 13:59:56,neutral
2025-07-03 13:59:57,neutral
2025-07-03 13:59:57,neutral
2025-07-03 13:59:57,neutral
2025-07-03 13:59:57,neutral
2025-07-03 13:59:57,neutral
2025-07-03 13:59:57,neutral
2025-07-03 13:59:57,neutral
2025-07-03 13:59:57,neutral
2025-07-03 13:59:58,neutral
2025-07-03 13:59:58,neutral
2025-07-03 13:59:58,neutral
2025-07-03 13:59:58,neutral
2025-07-03 13:59:58,neutral
2025-07-03 13:59:58,neutral
2025-07-03 13:59:58,neutral
2025-07-03 13:59:58,neutral
2025-07-03 13:59:59,neutral
2025-07-03 13:59:59,neutral
2025-07-03 13:59:59,neutral
2025-07-03 13:59:59,neutral
2025-07-03 13:59:59,happy
2025-07-03 13:59:59,happy
2025-07-03 13:59:59,happy
2025-07-03 13:59:59,happy
2025-07-03 13:59:59,happy
2025-07-03 13:59:59,happy
2025-07-03 14:00:00,happy
2025-07-03 14:00:00,happy
2025-07-03 14:00:00,happy
2025-07-03 14:00:00,happy
2025-07-03 14:00:00,happy
2025-07-03 14:00:00,happy
2025-07-03 14:00:00,neutral
2025-07-03 14:00:00,neutral
2025-07-03 14:00:00,sad
2025-07-03 14:00:00,sad
2025-07-03 14:00:01,neutral
2025-07-03 14:00:01,neutral
2025-07-03 14:00:01,neutral
2025-07-03 14:00:01,neutral
2025-07-03 14:00:01,neutral
2025-07-03 14:00:01,neutral
2025-07-03 14:00:01,neutral
2025-07-03 14:00:01,neutral
2025-07-03 14:00:02,neutral
2025-07-03 14:00:02,neutral
2025-07-03 14:00:02,neutral
2025-07-03 14:00:02,neutral
2025-07-03 14:00:02,neutral
2025-07-03 14:00:02,neutral
2025-07-03 14:00:02,neutral
2025-07-03 14:00:02,neutral
2025-07-03 14:00:02,neutral
2025-07-03 14:00:02,neutral
2025-07-03 14:00:03,neutral
2025-07-03 14:00:03,neutral
2025-07-03 14:00:03,neutral
2025-07-03 14:00:03,neutral
2025-07-03 14:00:03,neutral
2025-07-03 14:00:03,neutral
2025-07-03 14:00:03,neutral
2025-07-03 14:00:04,neutral
2025-07-03 14:00:04,neutral
2025-07-03 14:00:04,neutral
2025-07-03 14:00:04,neutral
2025-07-03 14:00:04,neutral
2025-07-03 14:00:04,neutral
2025-07-03 14:00:04,neutral
2025-07-03 14:00:04,neutral
2025-07-03 14:00:04,neutral
2025-07-03 14:00:05,neutral
2025-07-03 14:00:05,neutral
2025-07-03 14:00:05,neutral
2025-07-03 14:00:05,neutral
2025-07-03 14:00:05,neutral
2025-07-03 14:00:05,neutral
2025-07-03 14:00:05,happy
2025-07-03 14:00:05,happy
2025-07-03 14:00:05,happy
2025-07-03 14:00:05,happy
2025-07-03 14:00:05,happy
2025-07-03 14:00:05,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,neutral
2025-07-03 14:00:06,neutral
2025-07-03 14:00:06,happy
2025-07-03 14:00:06,happy
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:07,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,fear
2025-07-03 14:00:08,fear
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:08,neutral
2025-07-03 14:00:09,neutral
2025-07-03 14:00:09,neutral
2025-07-03 14:00:09,neutral
2025-07-03 14:00:09,neutral
2025-07-03 14:00:09,fear
2025-07-03 14:00:09,fear
2025-07-03 14:00:09,neutral
2025-07-03 14:00:09,neutral
2025-07-03 14:00:09,neutral
2025-07-03 14:00:09,neutral
2025-07-03 14:00:09,neutral
2025-07-03 14:00:09,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:10,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,angry
2025-07-03 14:00:11,angry
2025-07-03 14:00:11,neutral
2025-07-03 14:00:11,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,angry
2025-07-03 14:00:12,angry
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:12,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:13,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:14,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,neutral
2025-07-03 14:00:15,angry
2025-07-03 14:00:15,angry
2025-07-03 14:00:16,angry
2025-07-03 14:00:16,angry
2025-07-03 14:00:16,neutral
2025-07-03 14:00:16,neutral
2025-07-03 14:00:16,neutral
2025-07-03 14:00:16,neutral
2025-07-03 14:00:16,neutral
2025-07-03 14:00:16,neutral
2025-07-03 14:00:16,neutral
2025-07-03 14:00:16,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:17,neutral
2025-07-03 14:00:18,happy
2025-07-03 14:00:18,happy
2025-07-03 14:00:18,neutral
2025-07-03 14:00:18,neutral
2025-07-03 14:00:18,neutral
2025-07-03 14:00:18,neutral
2025-07-03 14:00:18,neutral
2025-07-03 14:00:18,neutral
2025-07-03 14:00:18,neutral
2025-07-03 14:00:18,neutral
2025-07-03 14:00:19,neutral
2025-07-03 14:00:19,neutral
2025-07-03 14:00:19,neutral
2025-07-03 14:00:19,neutral
2025-07-03 14:00:19,neutral
2025-07-03 14:00:19,neutral
2025-07-03 14:00:19,neutral
2025-07-03 14:00:19,neutral
2025-07-03 14:00:19,happy
2025-07-03 14:00:19,happy
2025-07-03 14:00:20,neutral
2025-07-03 14:00:20,neutral
2025-07-03 14:00:20,neutral
2025-07-03 14:00:20,neutral
2025-07-03 14:00:20,neutral
2025-07-03 14:00:20,neutral
2025-07-03 14:00:20,neutral
2025-07-03 14:00:20,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:21,neutral
2025-07-03 14:00:22,neutral
2025-07-03 14:00:22,neutral
2025-07-03 14:00:22,neutral
2025-07-03 14:00:22,neutral
2025-07-03 14:00:22,neutral
2025-07-03 14:00:22,neutral
2025-07-03 14:00:22,neutral
2025-07-03 14:00:22,neutral
2025-07-03 14:00:22,neutral
2025-07-03 14:00:22,neutral
2025-07-03 14:00:22,happy
2025-07-03 14:00:22,happy
2025-07-03 14:00:22,happy
2025-07-03 14:00:22,happy
2025-07-03 14:00:23,neutral
2025-07-03 14:00:23,neutral
2025-07-03 14:00:23,neutral
2025-07-03 14:00:23,neutral
2025-07-03 14:00:23,neutral
2025-07-03 14:00:23,neutral
2025-07-03 14:00:23,neutral
2025-07-03 14:00:23,neutral
2025-07-03 14:00:23,happy
2025-07-03 14:00:23,happy
2025-07-03 14:00:23,happy
2025-07-03 14:00:23,happy
2025-07-03 14:00:24,happy
2025-07-03 14:00:24,happy
2025-07-03 14:00:24,neutral
2025-07-03 14:00:24,neutral
2025-07-03 14:00:24,happy
2025-07-03 14:00:24,happy
2025-07-03 14:00:24,happy
2025-07-03 14:00:24,happy
2025-07-03 14:00:25,neutral
2025-07-03 14:00:25,neutral
2025-07-03 14:00:25,neutral
2025-07-03 14:00:25,neutral
2025-07-03 14:00:25,neutral
2025-07-03 14:00:25,neutral
2025-07-03 14:00:25,neutral
2025-07-03 14:00:25,neutral
2025-07-03 14:00:25,neutral
2025-07-03 14:00:25,neutral
2025-07-03 14:00:26,neutral
2025-07-03 14:00:26,neutral
2025-07-03 14:00:26,neutral
2025-07-03 14:00:26,neutral
2025-07-03 14:00:26,happy
2025-07-03 14:00:26,happy
2025-07-03 14:00:26,happy
2025-07-03 14:00:26,happy
2025-07-03 14:00:26,happy
2025-07-03 14:00:26,happy
2025-07-03 14:00:27,happy
2025-07-03 14:00:27,happy
2025-07-03 14:00:27,happy
2025-07-03 14:00:27,happy
2025-07-03 14:00:27,happy
2025-07-03 14:00:27,happy
2025-07-03 14:00:27,happy
2025-07-03 14:00:27,happy
2025-07-03 14:00:27,happy
2025-07-03 14:00:27,happy
2025-07-03 14:00:28,happy
2025-07-03 14:00:28,happy
2025-07-03 14:00:28,happy
2025-07-03 14:00:28,happy
2025-07-03 14:00:28,happy
2025-07-03 14:00:28,happy
2025-07-03 14:00:28,happy
2025-07-03 14:00:28,happy
2025-07-03 14:00:29,happy
2025-07-03 14:00:29,happy
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:29,neutral
2025-07-03 14:00:30,sad
2025-07-03 14:00:30,sad
2025-07-03 14:00:30,neutral
2025-07-03 14:00:30,neutral
2025-07-03 14:00:30,neutral
2025-07-03 14:00:30,neutral
2025-07-03 14:00:30,neutral
2025-07-03 14:00:30,neutral
2025-07-03 14:00:31,neutral
2025-07-03 14:00:31,neutral
2025-07-03 14:00:31,neutral
2025-07-03 14:00:31,neutral
2025-07-03 14:00:31,neutral
2025-07-03 14:00:31,neutral
2025-07-03 14:00:31,neutral
2025-07-03 14:00:31,neutral
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:32,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:33,happy
2025-07-03 14:00:34,happy
2025-07-03 14:00:34,happy
2025-07-03 14:00:34,happy
2025-07-03 14:00:34,happy
2025-07-03 14:00:34,neutral
2025-07-03 14:00:34,neutral
2025-07-03 14:00:34,neutral
2025-07-03 14:00:34,neutral
2025-07-03 14:00:34,neutral
2025-07-03 14:00:34,neutral
2025-07-03 14:00:34,neutral
2025-07-03 14:00:34,neutral
2025-07-03 14:00:34,neutral
2025-07-03 14:00:34,neutral
2025-07-03 14:00:35,neutral
2025-07-03 14:00:35,neutral
2025-07-03 14:00:35,neutral
2025-07-03 14:00:35,neutral
2025-07-03 14:00:35,neutral
2025-07-03 14:00:35,neutral
2025-07-03 14:00:35,neutral
2025-07-03 14:00:35,neutral
2025-07-03 14:00:35,neutral
2025-07-03 14:00:35,neutral
2025-07-03 14:00:35,happy
2025-07-03 14:00:35,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:36,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:37,happy
2025-07-03 14:00:38,happy
2025-07-03 14:00:38,happy
2025-07-03 14:00:38,happy
